Level,Recommendations
1,present only document which be within the prescribed accreditation period
1,consider classify label document accord to the benchmark statement
1,inservice training for faculty member should be do on a more regular basis eg once every semester
1,more faculty member should be sent to attend lecture symposium conference seminar and workshop to far hone their teach capability and skill if possible permanent faculty member will attend these activity on official business
1,a college research journal can be put up to provide a mean for publishing research by the faculty member it must also be publish regularly
1,a mechanism can also be devise to monitor the attendance of faculty member eg a logbook can be design to properly monitor the attendance of the faculty member in their class
1,update syllabus to include the value promote by the subject be taught include the semester and school year on the cover page also follow a standard format
1,encourage faculty member to prepare instructional material
1,more effort should be exert to package the document properly
1,encourage permanent faculty member to attend to accreditation matter of the college and they may be assist by temporary and contractual faculty member
1,picture and video of activity participate by faculty member can be attach as evidence to benchmark statement like in faculty member do consultation and extension service and proper decorum
1,encourage faculty member to use more ict in teach
